-495,0
-485,0
-475,0
-465,1
-455,0
-445,0
-435,0
-425,0
-415,0
-405,0
-395,0
-385,1
-375,0
-365,0
-355,0
-345,0
-335,0
-325,0
-315,0
-305,0
-295,0
-285,0
-275,0
-265,0
-255,0
-245,0
-235,0
-225,1
-215,0
-205,0
-195,0
-185,0
-175,3
-165,2
-155,7
-145,11
-135,22
-125,28
-115,59
-105,82
-95,88
-85,138
-75,185
-65,203
-55,286
-45,314
-35,371
-25,425
-15,439
-5,442
5,486
15,485
25,504
35,437
45,408
55,397
65,368
75,328
85,274
95,271
105,192
115,202
125,186
135,156
145,125
155,160
165,152
175,133
185,158
195,179
205,140
215,132
225,165
235,134
245,144
255,129
265,166
275,155
285,179
295,154
305,144
315,146
325,142
335,157
345,160
355,150
365,159
375,167
385,159
395,167
405,141
415,159
425,141
435,135
445,132
455,154
465,156
475,159
485,162
495,185
505,148
515,150
525,166
535,186
545,190
555,197
565,169
575,195
585,183
595,186
605,197
615,216
625,182
635,216
645,201
655,169
665,191
675,190
685,191
695,200
705,195
715,195
725,208
735,183
745,162
755,187
765,169
775,178
785,163
795,154
805,166
815,154
825,151
835,161
845,133
855,135
865,138
875,126
885,147
895,136
905,148
915,150
925,134
935,129
945,135
955,137
965,127
975,114
985,146
995,138
1005,128
1015,151
1025,153
1035,113
1045,137
1055,130
1065,131
1075,126
1085,132
1095,143
1105,143
1115,123
1125,130
1135,132
1145,134
1155,137
1165,140
1175,146
1185,139
1195,125
1205,146
1215,175
1225,144
1235,136
1245,145
1255,146
1265,141
1275,150
1285,144
1295,144
1305,169
1315,115
1325,144
1335,128
1345,144
1355,145
1365,116
1375,147
1385,156
1395,134
1405,137
1415,142
1425,154
1435,145
1445,141
1455,153
1465,141
1475,158
1485,142
1495,149
1505,147
1515,141
1525,173
1535,155
1545,132
1555,154
1565,147
1575,137
1585,163
1595,161
1605,129
1615,145
1625,147
1635,159
1645,140
1655,124
1665,155
1675,160
1685,141
1695,144
1705,138
1715,146
1725,132
1735,147
1745,156
1755,149
1765,160
1775,163
1785,150
1795,131
1805,165
1815,134
1825,145
1835,155
1845,147
1855,144
1865,134
1875,137
1885,142
1895,147
1905,115
1915,141
1925,150
1935,162
1945,169
1955,169
1965,158
1975,136
1985,156
1995,139
2005,160
2015,163
2025,156
2035,147
2045,156
2055,168
2065,136
2075,150
2085,162
2095,130
2105,157
2115,155
2125,161
2135,145
2145,154
2155,146
2165,151
2175,142
2185,138
2195,165
2205,162
2215,173
2225,163
2235,172
2245,146
2255,169
2265,150
2275,150
2285,157
2295,152
2305,169
2315,183
2325,151
2335,186
2345,163
2355,154
2365,167
2375,144
2385,148
2395,165
2405,167
2415,160
2425,166
2435,157
2445,186
2455,162
2465,161
2475,181
2485,181
2495,188
2505,186
2515,174
2525,185
2535,197
2545,182
2555,178
2565,199
2575,203
2585,213
2595,189
2605,213
2615,166
2625,215
2635,200
2645,207
2655,191
2665,212
2675,201
2685,218
2695,207
2705,210
2715,183
2725,202
2735,225
2745,183
2755,215
2765,218
2775,212
2785,218
2795,226
2805,195
2815,219
2825,213
2835,233
2845,226
2855,231
2865,237
2875,246
2885,238
2895,226
2905,226
2915,245
2925,249
2935,224
2945,250
2955,230
2965,204
2975,217
2985,213
2995,223
3005,200
3015,222
3025,214
3035,213
3045,210
3055,229
3065,230
3075,236
3085,219
3095,230
3105,233
3115,228
3125,227
3135,231
3145,226
3155,228
3165,203
3175,218
3185,200
3195,251
3205,217
3215,210
3225,198
3235,214
3245,218
3255,191
3265,233
3275,203
3285,198
3295,202
3305,189
3315,215
3325,216
3335,198
3345,176
3355,186
3365,188
3375,200
3385,208
3395,213
3405,214
3415,198
3425,214
3435,225
3445,216
3455,199
3465,193
3475,203
3485,196
3495,214
3505,197
3515,196
3525,204
3535,203
3545,200
3555,198
3565,221
3575,200
3585,190
3595,204
3605,223
3615,215
3625,192
3635,244
3645,208
3655,157
3665,205
3675,214
3685,200
3695,190
3705,178
3715,249
3725,197
3735,204
3745,201
3755,209
3765,200
3775,205
3785,188
3795,197
3805,200
3815,202
3825,179
3835,213
3845,194
3855,198
3865,209
3875,210
3885,185
3895,208
3905,197
3915,188
3925,176
3935,203
3945,176
3955,207
3965,178
3975,191
3985,192
3995,177
4005,199
4015,168
4025,163
4035,174
4045,183
4055,168
4065,187
4075,159
4085,181
4095,173
4105,186
4115,188
4125,189
4135,160
4145,198
4155,169
4165,176
4175,187
4185,164
4195,169
4205,160
4215,173
4225,203
4235,189
4245,193
4255,171
4265,155
4275,173
4285,193
4295,163
4305,158
4315,150
4325,169
4335,175
4345,165
4355,169
4365,169
4375,164
4385,159
4395,183
4405,168
4415,174
4425,160
4435,178
4445,160
4455,175
4465,190
4475,159
4485,137
4495,170
4505,146
4515,165
4525,155
4535,166
4545,141
4555,176
4565,137
4575,146
4585,156
4595,163
4605,155
4615,161
4625,149
4635,155
4645,174
4655,190
4665,144
4675,155
4685,148
4695,169
4705,172
4715,169
4725,155
4735,163
4745,189
4755,166
4765,173
4775,175
4785,152
4795,157
4805,163
4815,158
4825,156
4835,139
4845,176
4855,181
4865,142
4875,174
4885,146
4895,163
4905,160
4915,152
4925,149
4935,148
4945,149
4955,136
4965,168
4975,167
4985,171
4995,155
5005,156
5015,171
5025,168
5035,150
5045,166
5055,157
5065,162
5075,140
5085,176
5095,171
5105,144
5115,152
5125,137
5135,171
5145,136
5155,129
5165,171
5175,132
5185,165
5195,148
5205,169
5215,162
5225,136
5235,137
5245,144
5255,161
5265,167
5275,143
5285,156
5295,170
5305,155
5315,154
5325,135
5335,160
5345,143
5355,162
5365,141
5375,143
5385,130
5395,138
5405,157
5415,155
5425,132
5435,146
5445,153
5455,161
5465,174
5475,130
5485,141
5495,143
5505,150
5515,135
5525,166
5535,149
5545,144
5555,124
5565,123
5575,156
5585,172
5595,153
5605,158
5615,147
5625,157
5635,141
5645,173
5655,148
5665,136
5675,126
5685,151
5695,133
5705,150
5715,162
5725,142
