-495,0
-485,0
-475,0
-465,0
-455,0
-445,1
-435,0
-425,1
-415,0
-405,0
-395,0
-385,0
-375,0
-365,0
-355,0
-345,1
-335,2
-325,0
-315,1
-305,0
-295,0
-285,0
-275,0
-265,0
-255,0
-245,0
-235,0
-225,0
-215,0
-205,0
-195,0
-185,1
-175,0
-165,0
-155,0
-145,2
-135,3
-125,2
-115,6
-105,9
-95,11
-85,19
-75,18
-65,25
-55,17
-45,32
-35,29
-25,36
-15,48
-5,45
5,54
15,50
25,54
35,61
45,65
55,76
65,81
75,74
85,81
95,84
105,108
115,118
125,139
135,121
145,143
155,137
165,145
175,152
185,128
195,119
205,164
215,152
225,162
235,148
245,169
255,166
265,171
275,192
285,209
295,187
305,228
315,215
325,213
335,233
345,223
355,245
365,246
375,221
385,231
395,230
405,226
415,228
425,245
435,251
445,275
455,276
465,273
475,309
485,328
495,395
505,433
515,516
525,594
535,675
545,791
555,934
565,1127
575,1318
585,1547
595,1888
605,2235
615,2675
625,3050
635,3635
645,4265
655,4768
665,5507
675,6192
685,6940
695,7742
705,8561
715,9280
725,10081
735,10590
745,11200
755,11876
765,12499
775,12630
785,12918
795,13084
805,13064
815,13088
825,13118
835,12430
845,11942
855,11825
865,11132
875,10526
885,9675
895,9070
905,8480
915,7999
925,7279
935,6526
945,6037
955,5279
965,4799
975,4351
985,3872
995,3477
1005,3094
1015,2789
1025,2403
1035,2163
1045,1979
1055,1752
1065,1590
1075,1389
1085,1207
1095,1191
1105,1019
1115,1002
1125,883
1135,818
1145,808
1155,721
1165,713
1175,702
1185,645
1195,688
1205,698
1215,675
1225,685
1235,599
1245,649
1255,647
1265,625
1275,656
1285,638
1295,692
1305,633
1315,647
1325,719
1335,689
1345,723
1355,742
1365,700
1375,745
1385,756
1395,737
1405,756
1415,764
1425,767
1435,810
1445,873
1455,831
1465,879
1475,899
1485,935
1495,968
1505,1042
1515,1066
1525,1076
1535,1116
1545,1115
1555,1193
1565,1239
1575,1207
1585,1271
1595,1288
1605,1296
1615,1357
1625,1381
1635,1337
1645,1411
1655,1360
1665,1457
1675,1439
1685,1501
1695,1465
1705,1520
1715,1495
1725,1475
1735,1516
1745,1462
1755,1529
1765,1591
1775,1579
1785,1535
1795,1585
1805,1559
1815,1733
1825,1766
1835,1773
1845,1779
1855,1804
1865,1915
1875,1994
1885,2097
1895,2096
1905,2137
1915,2229
1925,2297
1935,2378
1945,2432
1955,2420
1965,2606
1975,2474
1985,2504
1995,2524
2005,2631
2015,2578
2025,2592
2035,2582
2045,2666
2055,2556
2065,2595
2075,2490
2085,2433
2095,2433
2105,2250
2115,2275
2125,2223
2135,2135
2145,2119
2155,1930
2165,1966
2175,1826
2185,1751
2195,1675
2205,1539
2215,1502
2225,1346
2235,1299
2245,1241
2255,1133
2265,1080
2275,1039
2285,892
2295,911
2305,781
2315,778
2325,705
2335,615
2345,576
2355,574
2365,501
2375,468
2385,444
2395,434
2405,382
2415,379
2425,364
2435,313
2445,347
2455,307
2465,317
2475,296
2485,306
2495,329
2505,301
2515,313
2525,273
2535,329
2545,301
2555,284
2565,320
2575,293
2585,312
2595,336
2605,371
2615,389
2625,366
2635,372
2645,397
2655,425
2665,429
2675,446
2685,461
2695,446
2705,452
2715,453
2725,496
2735,485
2745,497
2755,518
2765,496
2775,484
2785,509
2795,494
2805,523
2815,559
2825,578
2835,576
2845,513
2855,550
2865,560
2875,560
2885,567
2895,555
2905,543
2915,550
2925,512
2935,526
2945,516
2955,542
2965,509
2975,466
2985,500
2995,484
3005,496
3015,419
3025,394
3035,415
3045,385
3055,348
3065,368
3075,364
3085,344
3095,360
3105,286
3115,309
3125,312
3135,287
3145,282
3155,255
3165,286
3175,251
3185,263
3195,232
3205,216
3215,210
3225,204
3235,196
3245,187
3255,185
3265,204
3275,196
3285,190
3295,190
3305,206
3315,203
3325,181
3335,177
3345,173
3355,156
3365,172
3375,166
3385,153
3395,187
3405,181
3415,173
3425,199
3435,192
3445,165
3455,177
3465,171
3475,191
3485,173
3495,187
3505,175
3515,204
3525,184
3535,169
3545,171
3555,193
3565,158
3575,195
3585,185
3595,175
3605,184
3615,157
3625,175
3635,191
3645,149
3655,188
3665,195
3675,185
3685,168
3695,185
3705,178
3715,211
3725,159
3735,199
3745,162
3755,174
3765,184
3775,170
3785,177
3795,154
3805,144
3815,184
3825,174
3835,178
3845,163
3855,189
3865,171
3875,155
3885,165
3895,164
3905,170
3915,168
3925,155
3935,160
3945,154
3955,150
3965,189
3975,142
3985,139
3995,171
4005,147
4015,137
4025,136
4035,128
4045,142
4055,155
4065,127
4075,158
4085,151
4095,151
4105,145
4115,136
4125,129
4135,145
4145,135
4155,143
4165,106
4175,110
4185,123
4195,112
4205,135
4215,108
4225,124
4235,111
4245,116
4255,117
4265,109
4275,120
4285,107
4295,119
4305,117
4315,128
4325,114
4335,94
4345,126
4355,102
4365,112
4375,106
4385,98
4395,105
4405,112
4415,118
4425,89
4435,103
4445,89
4455,113
4465,92
4475,94
4485,107
4495,89
4505,78
4515,81
4525,103
4535,75
4545,89
4555,82
4565,83
4575,74
4585,88
4595,85
4605,90
4615,93
4625,84
4635,90
4645,78
4655,75
4665,76
4675,83
4685,87
4695,77
4705,88
4715,86
4725,78
4735,74
4745,77
4755,78
4765,63
4775,67
4785,81
4795,68
4805,69
4815,57
4825,59
4835,64
4845,68
4855,64
4865,65
4875,59
4885,62
4895,68
4905,62
4915,65
4925,56
4935,66
4945,57
4955,53
4965,64
4975,56
4985,59
4995,50
5005,56
5015,62
5025,56
5035,51
5045,50
5055,62
5065,38
5075,56
5085,58
5095,77
5105,49
5115,62
5125,54
5135,49
5145,73
5155,55
5165,56
5175,64
5185,57
5195,43
5205,53
5215,49
5225,41
5235,62
5245,57
5255,60
5265,52
5275,58
5285,58
5295,58
5305,57
5315,50
5325,43
5335,59
5345,52
5355,49
5365,56
5375,45
5385,46
5395,58
5405,43
5415,47
5425,55
5435,50
5445,56
5455,42
