,ADC channel,average,error
0,-495.0,0.0,0.0
1,-485.0,0.0,0.0
2,-475.0,0.0,0.0
3,-465.0,0.0,0.0
4,-455.0,0.0,0.0
5,-445.0,0.0,0.0
6,-435.0,0.0,0.0
7,-425.0,0.0,0.0
8,-415.0,0.3333333333333333,0.6666666666666667
9,-405.0,0.0,0.0
10,-395.0,0.0,0.0
11,-385.0,0.0,0.0
12,-375.0,0.0,0.0
13,-365.0,0.0,0.0
14,-355.0,0.0,0.0
15,-345.0,0.0,0.0
16,-335.0,0.0,0.0
17,-325.0,0.0,0.0
18,-315.0,0.0,0.0
19,-305.0,0.0,0.0
20,-295.0,0.0,0.0
21,-285.0,0.0,0.0
22,-275.0,0.0,0.0
23,-265.0,0.0,0.0
24,-255.0,0.0,0.0
25,-245.0,0.0,0.0
26,-235.0,0.0,0.0
27,-225.0,0.0,0.0
28,-215.0,0.0,0.0
29,-205.0,0.3333333333333333,0.6666666666666667
30,-195.0,0.0,0.0
31,-185.0,1.6666666666666667,2.333333333333333
32,-175.0,4.666666666666667,1.666666666666667
33,-165.0,6.666666666666667,2.666666666666667
34,-155.0,11.666666666666666,4.333333333333334
35,-145.0,13.0,6.0
36,-135.0,25.333333333333332,10.333333333333332
37,-125.0,36.0,20.0
38,-115.0,67.66666666666667,22.33333333333333
39,-105.0,83.33333333333333,35.66666666666667
40,-95.0,124.33333333333333,35.66666666666667
41,-85.0,158.0,45.0
42,-75.0,211.0,63.0
43,-65.0,241.33333333333334,76.66666666666666
44,-55.0,309.3333333333333,54.666666666666686
45,-45.0,385.3333333333333,102.66666666666669
46,-35.0,411.3333333333333,99.66666666666669
47,-25.0,468.0,161.0
48,-15.0,492.3333333333333,125.66666666666669
49,-5.0,518.3333333333334,129.66666666666663
50,5.0,554.3333333333334,113.66666666666663
51,15.0,545.3333333333334,154.66666666666663
52,25.0,522.3333333333334,174.66666666666663
53,35.0,501.6666666666667,130.33333333333331
54,45.0,469.6666666666667,104.33333333333331
55,55.0,429.0,117.0
56,65.0,376.0,105.0
57,75.0,324.3333333333333,84.66666666666669
58,85.0,288.6666666666667,73.33333333333331
59,95.0,238.33333333333334,50.66666666666666
60,105.0,191.66666666666666,38.33333333333334
61,115.0,148.33333333333334,44.66666666666666
62,125.0,139.0,21.0
63,135.0,103.66666666666667,8.333333333333329
64,145.0,89.33333333333333,9.666666666666671
65,155.0,75.33333333333333,3.3333333333333286
66,165.0,68.33333333333333,2.6666666666666714
67,175.0,57.0,12.0
68,185.0,50.666666666666664,3.6666666666666643
69,195.0,53.666666666666664,7.333333333333336
70,205.0,50.333333333333336,7.333333333333336
71,215.0,52.0,1.0
72,225.0,49.333333333333336,9.333333333333336
73,235.0,48.333333333333336,3.6666666666666643
74,245.0,43.666666666666664,5.666666666666664
75,255.0,42.666666666666664,5.333333333333336
76,265.0,51.0,5.0
77,275.0,51.0,6.0
78,285.0,47.333333333333336,3.3333333333333357
79,295.0,45.0,8.0
80,305.0,48.0,9.0
81,315.0,55.333333333333336,4.333333333333336
82,325.0,43.333333333333336,8.333333333333336
83,335.0,48.333333333333336,11.666666666666664
84,345.0,47.666666666666664,10.666666666666664
85,355.0,51.0,14.0
86,365.0,43.666666666666664,10.666666666666664
87,375.0,49.0,14.0
88,385.0,45.0,4.0
89,395.0,45.0,6.0
90,405.0,50.666666666666664,1.6666666666666643
91,415.0,41.666666666666664,6.333333333333336
92,425.0,47.0,7.0
93,435.0,47.666666666666664,10.666666666666664
94,445.0,52.333333333333336,7.666666666666664
95,455.0,45.333333333333336,10.666666666666664
96,465.0,51.333333333333336,9.666666666666664
97,475.0,47.666666666666664,0.6666666666666643
98,485.0,44.0,2.0
99,495.0,49.666666666666664,2.6666666666666643
100,505.0,43.0,11.0
101,515.0,44.0,5.0
102,525.0,49.0,15.0
103,535.0,51.0,10.0
104,545.0,40.666666666666664,5.333333333333336
105,555.0,57.0,5.0
106,565.0,61.333333333333336,6.333333333333336
107,575.0,42.666666666666664,8.666666666666664
108,585.0,49.0,1.0
109,595.0,53.333333333333336,5.666666666666664
110,605.0,51.333333333333336,5.666666666666664
111,615.0,49.333333333333336,0.6666666666666643
112,625.0,48.0,11.0
113,635.0,52.0,4.0
114,645.0,49.666666666666664,7.666666666666664
115,655.0,50.666666666666664,5.333333333333336
116,665.0,56.666666666666664,6.666666666666664
117,675.0,45.333333333333336,2.3333333333333357
118,685.0,49.666666666666664,11.333333333333336
119,695.0,53.333333333333336,2.3333333333333357
120,705.0,55.666666666666664,13.666666666666664
121,715.0,56.666666666666664,9.333333333333336
122,725.0,57.0,6.0
123,735.0,53.0,6.0
124,745.0,62.0,2.0
125,755.0,54.0,8.0
126,765.0,48.333333333333336,8.333333333333336
127,775.0,57.666666666666664,8.666666666666664
128,785.0,55.0,11.0
129,795.0,57.333333333333336,6.666666666666664
130,805.0,47.666666666666664,7.666666666666664
131,815.0,51.666666666666664,6.333333333333336
132,825.0,53.666666666666664,2.6666666666666643
133,835.0,55.0,12.0
134,845.0,58.333333333333336,4.666666666666664
135,855.0,53.666666666666664,9.333333333333336
136,865.0,51.666666666666664,11.333333333333336
137,875.0,53.666666666666664,8.333333333333336
138,885.0,55.333333333333336,5.333333333333336
139,895.0,58.0,5.0
140,905.0,51.0,6.0
141,915.0,51.666666666666664,4.333333333333336
142,925.0,50.666666666666664,4.333333333333336
143,935.0,58.0,12.0
144,945.0,55.333333333333336,5.666666666666664
145,955.0,56.333333333333336,7.666666666666664
146,965.0,61.666666666666664,4.666666666666664
147,975.0,57.333333333333336,4.666666666666664
148,985.0,57.333333333333336,5.333333333333336
149,995.0,54.333333333333336,5.333333333333336
150,1005.0,56.333333333333336,14.333333333333336
151,1015.0,59.333333333333336,11.333333333333336
152,1025.0,56.666666666666664,4.666666666666664
153,1035.0,51.666666666666664,8.333333333333336
154,1045.0,57.0,8.0
155,1055.0,58.333333333333336,9.333333333333336
156,1065.0,57.666666666666664,7.333333333333336
157,1075.0,57.0,9.0
158,1085.0,59.333333333333336,17.333333333333336
159,1095.0,57.333333333333336,19.333333333333336
160,1105.0,59.666666666666664,6.666666666666664
161,1115.0,66.33333333333333,13.333333333333329
162,1125.0,62.666666666666664,7.333333333333336
163,1135.0,56.0,11.0
164,1145.0,60.0,7.0
165,1155.0,50.333333333333336,11.666666666666664
166,1165.0,60.333333333333336,11.333333333333336
167,1175.0,53.333333333333336,7.666666666666664
168,1185.0,69.66666666666667,3.3333333333333286
169,1195.0,56.666666666666664,18.666666666666664
170,1205.0,62.666666666666664,5.333333333333336
171,1215.0,60.0,4.0
172,1225.0,53.333333333333336,3.6666666666666643
173,1235.0,58.666666666666664,10.666666666666664
174,1245.0,60.333333333333336,10.666666666666664
175,1255.0,63.333333333333336,6.333333333333336
176,1265.0,49.0,5.0
177,1275.0,68.66666666666667,3.3333333333333286
178,1285.0,66.66666666666667,9.666666666666671
179,1295.0,65.33333333333333,23.66666666666667
180,1305.0,63.333333333333336,6.666666666666664
181,1315.0,54.333333333333336,9.333333333333336
182,1325.0,59.666666666666664,5.666666666666664
183,1335.0,65.0,9.0
184,1345.0,63.333333333333336,0.6666666666666643
185,1355.0,67.66666666666667,6.666666666666671
186,1365.0,70.66666666666667,11.333333333333329
187,1375.0,65.0,5.0
188,1385.0,62.666666666666664,10.333333333333336
189,1395.0,69.66666666666667,17.66666666666667
190,1405.0,73.33333333333333,3.3333333333333286
191,1415.0,70.0,5.0
192,1425.0,62.666666666666664,3.6666666666666643
193,1435.0,69.66666666666667,3.3333333333333286
194,1445.0,70.33333333333333,7.333333333333329
195,1455.0,70.0,16.0
196,1465.0,67.0,6.0
197,1475.0,75.33333333333333,8.666666666666671
198,1485.0,73.0,4.0
199,1495.0,71.66666666666667,0.6666666666666714
200,1505.0,71.0,12.0
201,1515.0,67.66666666666667,9.666666666666671
202,1525.0,63.666666666666664,9.666666666666664
203,1535.0,68.0,3.0
204,1545.0,69.0,5.0
