-495,11
-485,5
-475,8
-465,10
-455,6
-445,4
-435,8
-425,2
-415,3
-405,4
-395,3
-385,3
-375,1
-365,0
-355,2
-345,2
-335,2
-325,3
-315,1
-305,1
-295,1
-285,1
-275,1
-265,5
-255,2
-245,2
-235,3
-225,3
-215,4
-205,6
-195,7
-185,9
-175,2
-165,11
-155,10
-145,14
-135,23
-125,33
-115,68
-105,75
-95,129
-85,180
-75,308
-65,454
-55,612
-45,875
-35,1155
-25,1651
-15,2082
-5,2645
5,3268
15,4094
25,4774
35,5585
45,6286
55,7097
65,7724
75,8259
85,8649
95,9163
105,9212
115,9177
125,9097
135,8772
145,8501
155,7980
165,7569
175,6987
185,6258
195,5555
205,5040
215,4366
225,3861
235,3397
245,3025
255,2734
265,2293
275,2094
285,1984
295,1855
305,1778
315,1811
325,1894
335,2016
345,2232
355,2615
365,2978
375,3345
385,3880
395,4500
405,5035
415,5848
425,6702
435,7510
445,8572
455,9457
465,10428
475,11171
485,12232
495,13307
505,14113
515,14631
525,15579
535,15766
545,16445
555,16662
565,16699
575,16600
585,16234
595,15977
605,15623
615,14928
625,14139
635,13405
645,12310
655,11663
665,10768
675,9714
685,8830
695,7755
705,6976
715,6201
725,5434
735,4644
745,3985
755,3530
765,3021
775,2507
785,2103
795,1768
805,1455
815,1267
825,1055
835,884
845,745
855,655
865,529
875,486
885,397
895,364
905,322
915,297
925,302
935,262
945,289
955,258
965,269
975,254
985,256
995,282
1005,312
1015,268
1025,344
1035,317
1045,330
1055,328
1065,361
1075,401
1085,368
1095,370
1105,379
1115,336
1125,385
1135,378
1145,391
1155,399
1165,405
1175,372
1185,347
1195,361
1205,334
1215,338
1225,295
1235,301
1245,290
1255,242
1265,253
1275,224
1285,216
1295,190
1305,162
1315,145
1325,163
1335,120
1345,125
1355,101
1365,94
1375,90
1385,77
1395,66
1405,57
1415,58
1425,59
1435,44
1445,47
1455,36
1465,17
1475,19
1485,25
1495,17
1505,17
1515,18
1525,10
1535,16
1545,12
1555,17
1565,6
1575,11
1585,8
1595,12
1605,10
1615,12
1625,8
1635,7
1645,11
1655,3
1665,8
1675,6
1685,10
1695,9
1705,6
1715,7
1725,8
1735,7
1745,4
1755,7
1765,6
1775,4
1785,6
1795,5
1805,6
1815,6
1825,7
1835,5
1845,3
1855,7
1865,4
1875,6
1885,3
1895,4
1905,8
1915,3
1925,8
1935,2
1945,1
1955,1
1965,3
1975,2
1985,1
1995,1
2005,3
2015,0
2025,1
2035,2
2045,0
2055,1
2065,3
2075,2
2085,0
2095,2
2105,2
2115,2
2125,6
2135,0
2145,1
2155,1
2165,2
2175,1
2185,2
2195,0
2205,3
2215,3
2225,0
2235,2
2245,2
2255,2
2265,2
2275,2
2285,1
2295,2
2305,2
2315,4
2325,0
2335,2
2345,5
2355,3
2365,0
2375,1
2385,1
2395,0
2405,0
2415,1
2425,2
2435,0
2445,0
2455,1
2465,0
2475,2
2485,6
2495,1
2505,2
2515,2
2525,1
2535,1
2545,3
2555,1
2565,0
2575,3
2585,1
2595,1
2605,2
2615,2
2625,0
2635,1
2645,3
2655,0
2665,3
2675,1
2685,5
2695,3
2705,5
2715,0
2725,2
2735,1
2745,4
2755,1
2765,2
2775,2
2785,2
2795,4
2805,6
2815,3
2825,1
2835,6
2845,3
2855,2
2865,2
2875,5
2885,4
2895,0
2905,4
2915,3
2925,2
2935,4
2945,4
2955,2
2965,4
2975,3
2985,2
2995,2
3005,1
3015,1
3025,1
3035,0
3045,4
3055,1
3065,3
3075,5
3085,2
3095,2
3105,5
3115,2
3125,1
3135,3
3145,4
3155,2
3165,4
3175,4
3185,1
3195,5
3205,4
3215,3
3225,3
3235,3
3245,6
3255,6
3265,2
3275,5
3285,3
3295,4
3305,6
3315,7
3325,3
3335,7
3345,7
3355,3
3365,5
3375,6
3385,6
3395,8
3405,3
3415,4
3425,1
3435,1
3445,1
3455,4
3465,3
3475,3
3485,2
